UDI,Product_ID,Type,Air_Temp_K,Process_Temp_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Machine_Failure,TWF,HDF,PWF,OSF,RNF,Temp_Delta,Power_Watts
1340,M16199,M,298.6,310.2,1668,31.5,7,0,0,0,0,0,0,11.6,52542
1341,L48520,L,298.6,310.2,1569,36.3,10,0,0,0,0,0,0,11.6,56954.7
1342,M16201,M,298.6,310.2,1328,50.5,12,0,0,0,0,0,0,11.6,67064
1343,M16202,M,298.6,310.1,1596,33,15,0,0,0,0,0,0,11.5,52668
1344,L48523,L,298.5,310.2,1676,32.7,18,0,0,0,0,0,0,11.7,54805.2
1345,L48524,L,298.5,310.1,1809,28.9,20,0,0,0,0,0,0,11.6,52280.1
1346,L48525,L,298.5,310,1804,26.1,22,0,0,0,0,0,0,11.5,47084.4
1347,L48526,L,298.6,310.1,1533,33.9,24,0,0,0,0,0,0,11.5,51968.7
1348,L48527,L,298.7,310.2,1717,27.3,26,0,0,0,0,0,0,11.5,46874.1
1349,L48528,L,298.7,310.2,1363,45.5,28,0,0,0,0,0,0,11.5,62016.5
1350,L48529,L,298.7,310.2,1402,45.9,30,0,0,0,0,0,0,11.5,64351.8
1351,L48530,L,298.7,310.2,1436,47.5,32,0,0,0,0,0,0,11.5,68210
1352,L48531,L,298.7,310.2,1525,43.7,34,0,0,0,0,0,0,11.5,66642.5
1353,M16212,M,298.7,310.2,1598,33.3,36,0,0,0,0,0,0,11.5,53213.4
1354,M16213,M,298.6,310.1,1444,48.1,39,0,0,0,0,0,0,11.5,69456.4
1355,L48534,L,298.6,310,1334,48,42,0,0,0,0,0,0,11.4,64032
1356,M16215,M,298.6,310,1681,35.5,44,0,0,0,0,0,0,11.4,59675.5
1357,L48536,L,298.6,309.9,1593,37.4,47,0,0,0,0,0,0,11.3,59578.2
1358,L48537,L,298.6,309.9,1461,45.7,49,0,0,0,0,0,0,11.3,66767.7
1359,M16218,M,298.7,310.1,1693,31.9,51,0,0,0,0,0,0,11.4,54006.7
1360,L48539,L,298.7,310.2,1404,50.3,54,0,0,0,0,0,0,11.5,70621.2
1361,H30774,H,298.8,310.2,1707,27.6,56,0,0,0,0,0,0,11.4,47113.2
1362,M16221,M,298.6,310.1,1458,41.9,61,0,0,0,0,0,0,11.5,61090.2
1363,L48542,L,298.6,310,1517,41.2,64,0,0,0,0,0,0,11.4,62500.4
1364,L48543,L,298.7,310.1,1433,54.6,66,0,0,0,0,0,0,11.4,78241.8
1365,L48544,L,298.7,310.2,1566,33.1,68,0,0,0,0,0,0,11.5,51834.6
1366,L48545,L,298.7,310.1,1676,33.5,70,0,0,0,0,0,0,11.4,56146
1367,M16226,M,298.7,310.1,1368,56.8,72,0,0,0,0,0,0,11.4,77702.4
1368,M16227,M,298.8,310.2,1581,37.5,75,0,0,0,0,0,0,11.4,59287.5
1369,H30782,H,298.8,310.3,1708,27.1,78,0,0,0,0,0,0,11.5,46286.8
1370,M16229,M,298.7,310.3,1481,41.5,83,0,0,0,0,0,0,11.6,61461.5
1371,L48550,L,298.7,310.3,1451,40,86,0,0,0,0,0,0,11.6,58040
1372,M16231,M,298.7,310.3,1495,38.7,88,0,0,0,0,0,0,11.6,57856.5
1373,M16232,M,298.8,310.3,1573,41.8,91,0,0,0,0,0,0,11.5,65751.4
1374,M16233,M,298.8,310.3,1366,59,94,0,0,0,0,0,0,11.5,80594
1375,L48554,L,298.8,310.3,1553,36.8,97,0,0,0,0,0,0,11.5,57150.4
1376,M16235,M,298.8,310.3,1528,37.1,99,0,0,0,0,0,0,11.5,56688.8
1377,M16236,M,298.8,310.2,1527,31.2,102,0,0,0,0,0,0,11.4,47642.4
1378,L48557,L,298.8,310.2,1461,46.7,105,0,0,0,0,0,0,11.4,68228.7
1379,H30792,H,298.8,310.2,1455,44.9,107,0,0,0,0,0,0,11.4,65329.5
1380,L48559,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,11.4,56376
1381,L48560,L,298.7,310.1,1786,27.7,114,0,0,0,0,0,0,11.4,49472.2
1382,M16241,M,298.8,310.2,1583,35.7,116,0,0,0,0,0,0,11.4,56513.1
1383,L48562,L,298.8,310.1,1653,30.3,119,0,0,0,0,0,0,11.3,50085.9
1384,M16243,M,298.9,310.2,1331,49,121,0,0,0,0,0,0,11.3,65219
1385,L48564,L,298.9,310.3,1484,43.8,124,0,0,0,0,0,0,11.4,64999.2
1386,M16245,M,298.9,310.2,1603,36.1,126,0,0,0,0,0,0,11.3,57868.3
1387,L48566,L,298.9,310.2,1445,40,129,0,0,0,0,0,0,11.3,57800
1388,L48567,L,298.9,310.1,1823,26.1,131,0,0,0,0,0,0,11.2,47580.3
1389,H30802,H,298.9,310.1,1491,45.3,133,0,0,0,0,0,0,11.2,67542.3
1390,L48569,L,298.9,310.2,1533,42.8,138,0,0,0,0,0,0,11.3,65612.4
1391,L48570,L,298.9,310.2,1409,54.8,140,0,0,0,0,0,0,11.3,77213.2
1392,L48571,L,298.9,310.2,2737,8.8,142,1,0,0,1,0,0,11.3,24085.6
1393,M16252,M,299,310.3,1494,46.6,144,0,0,0,0,0,0,11.3,69620.4
1394,L48573,L,299.1,310.4,1594,33.3,147,0,0,0,0,0,0,11.3,53080.2
1395,L48574,L,299.1,310.4,1527,44,149,0,0,0,0,0,0,11.3,67188
1396,L48575,L,299.1,310.4,1452,39.7,151,0,0,0,0,0,0,11.3,57644.4
1397,L48576,L,299,310.3,1483,39.2,153,0,0,0,0,0,0,11.3,58133.6
1398,L48577,L,299.1,310.2,1569,38.2,155,0,0,0,0,0,0,11.1,59935.8
1399,L48578,L,299.1,310.3,1472,46.6,157,0,0,0,0,0,0,11.2,68595.2
1400,L48579,L,299,310.2,1533,43.5,159,0,0,0,0,0,0,11.2,66685.5
1401,H30814,H,298.9,310.1,1366,62.7,161,0,0,0,0,0,0,11.2,85648.2
1402,H30815,H,298.9,310.2,1532,37.7,166,0,0,0,0,0,0,11.3,57756.4
1403,M16262,M,298.9,310.1,1313,56.8,171,0,0,0,0,0,0,11.2,74578.4
1404,L48583,L,299,310.2,1372,48,174,0,0,0,0,0,0,11.2,65856
1405,M16264,M,298.9,310.1,1555,40.6,176,0,0,0,0,0,0,11.2,63133
1406,L48585,L,298.9,310.1,1394,42.7,179,0,0,0,0,0,0,11.2,59523.8
1407,L48586,L,298.9,310.1,1442,48,181,0,0,0,0,0,0,11.2,69216
1408,L48587,L,298.9,310,1564,33.8,183,0,0,0,0,0,0,11.1,52863.2
1409,L48588,L,298.9,310,1452,48.9,185,0,0,0,0,0,0,11.1,71002.8
1410,L48589,L,298.9,310.1,1466,42.5,187,0,0,0,0,0,0,11.2,62305
1411,M16270,M,298.9,310.1,1469,53.2,189,0,0,0,0,0,0,11.2,78150.8
1412,L48591,L,298.9,310.1,1944,23.4,192,0,0,0,0,0,0,11.2,45489.6
1413,M16272,M,298.8,309.9,1415,53.2,194,0,0,0,0,0,0,11.1,75278
1414,M16273,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0,11.1,56077.6
1415,M16274,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0,11.1,66097
1416,L48595,L,298.7,309.9,1617,33,203,0,0,0,0,0,0,11.2,53361
1417,M16276,M,298.7,309.9,2083,18.2,205,0,0,0,0,0,0,11.2,37910.6
1418,L48597,L,298.7,309.9,1541,38.5,208,0,0,0,0,0,0,11.2,59328.5
1419,L48598,L,298.8,309.9,1320,47.4,210,0,0,0,0,0,0,11.1,62568
1420,L48599,L,298.7,309.8,1354,53.3,212,1,0,0,0,1,0,11.1,72168.2
1421,M16280,M,298.8,309.9,1495,35.2,214,0,0,0,0,0,0,11.1,52624
1422,L48601,L,298.7,309.8,1589,31.8,217,0,0,0,0,0,0,11.1,50530.2
1423,L48602,L,298.7,309.8,1530,35.5,0,0,0,0,0,0,0,11.1,54315
1424,L48603,L,298.7,309.8,1539,33.4,2,0,0,0,0,0,0,11.1,51402.6
1425,L48604,L,298.7,309.7,1462,46.8,4,0,0,0,0,0,0,11,68421.6
1426,L48605,L,298.6,309.7,1356,54,6,0,0,0,0,0,0,11.1,73224
1427,M16286,M,298.7,309.7,1622,34.6,8,0,0,0,0,0,0,11,56121.2
1428,L48607,L,298.7,309.8,1394,40.3,11,0,0,0,0,0,0,11.1,56178.2
1429,L48608,L,298.8,309.9,1568,33.7,13,0,0,0,0,0,0,11.1,52841.6
1430,M16289,M,298.9,310,1456,43.8,15,0,0,0,0,0,0,11.1,63772.8
1431,L48610,L,298.9,310,1378,49.3,18,0,0,0,0,0,0,11.1,67935.4
1432,M16291,M,298.9,309.9,1404,41.4,20,0,0,0,0,0,0,11,58125.6
1433,L48612,L,298.8,309.8,1437,42.8,23,0,0,0,0,0,0,11,61503.6
1434,L48613,L,298.8,309.8,1363,44,25,0,0,0,0,0,0,11,59972
1435,M16294,M,298.8,309.8,1377,49.6,27,0,0,0,0,0,0,11,68299.2
1436,H30849,H,298.8,309.9,1526,42.1,30,0,0,0,0,0,0,11.1,64244.6
1437,H30850,H,298.8,309.8,1510,44.2,35,0,0,0,0,0,0,11,66742
1438,H30851,H,298.8,309.9,1439,45.2,40,1,0,0,0,0,0,11.1,65042.8
1439,L48618,L,298.8,309.9,1482,39.1,45,0,0,0,0,0,0,11.1,57946.2
1440,M16299,M,298.8,309.8,1534,37,47,0,0,0,0,0,0,11,56758
1441,M16300,M,298.8,309.9,1741,27.7,50,0,0,0,0,0,0,11.1,48225.7
1442,L48621,L,298.8,309.9,1550,38.8,53,0,0,0,0,0,0,11.1,60140
1443,M16302,M,298.8,310,1486,38.5,55,0,0,0,0,0,0,11.2,57211
1444,L48623,L,298.9,310.1,1602,38.2,58,0,0,0,0,0,0,11.2,61196.4
1445,L48624,L,299,310.2,1477,37.9,60,0,0,0,0,0,0,11.2,55978.3
1446,L48625,L,299,310.1,1618,29.2,62,0,0,0,0,0,0,11.1,47245.6
1447,M16306,M,299,310.2,1628,35.8,64,0,0,0,0,0,0,11.2,58282.4
1448,M16307,M,299,310.3,1662,33.6,67,0,0,0,0,0,0,11.3,55843.2
1449,M16308,M,299,310.3,1657,31,70,0,0,0,0,0,0,11.3,51367
1450,H30863,H,299,310.4,1677,30.8,73,0,0,0,0,0,0,11.4,51651.6
1451,M16310,M,299,310.3,1447,39.9,78,0,0,0,0,0,0,11.3,57735.3
1452,L48631,L,298.9,310.4,1831,25.4,81,0,0,0,0,0,0,11.5,46507.4
1453,L48632,L,299,310.3,1584,34.4,83,0,0,0,0,0,0,11.3,54489.6
1454,L48633,L,299.1,310.4,1450,40.9,85,0,0,0,0,0,0,11.3,59305
1455,L48634,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0,11.3,66973.2
1456,L48635,L,299,310.4,1382,53,89,0,0,0,0,0,0,11.4,73246
1457,L48636,L,299,310.3,1501,43,91,0,0,0,0,0,0,11.3,64543
1458,L48637,L,299,310.3,1475,42.4,93,0,0,0,0,0,0,11.3,62540
1459,L48638,L,298.9,310.3,1364,54,95,0,0,0,0,0,0,11.4,73656
1460,L48639,L,299,310.3,1472,36.1,97,0,0,0,0,0,0,11.3,53139.2
1461,L48640,L,299,310.3,1437,47.8,99,0,0,0,0,0,0,11.3,68688.6
1462,L48641,L,298.9,310.2,1491,45.1,101,0,0,0,0,0,0,11.3,67244.1
1463,L48642,L,298.9,310.2,1706,27.6,103,0,0,0,0,0,0,11.3,47085.6
1464,L48643,L,298.8,310.1,1607,39.5,105,0,0,0,0,0,0,11.3,63476.5
1465,L48644,L,298.8,310,1412,46.3,107,0,0,0,0,0,0,11.2,65375.6
1466,L48645,L,298.7,309.8,1546,40.9,109,0,0,0,0,0,0,11.1,63231.4
1467,L48646,L,298.7,309.8,1365,50.5,111,0,0,0,0,0,0,11.1,68932.5
1468,L48647,L,298.6,309.8,1544,30.2,113,0,0,0,0,0,0,11.2,46628.8
1469,M16328,M,298.6,309.8,1419,44.9,115,0,0,0,0,0,0,11.2,63713.1
1470,L48649,L,298.6,309.8,1497,41.6,118,0,0,0,0,0,0,11.2,62275.2
1471,L48650,L,298.5,309.7,1437,42.6,120,0,0,0,0,0,0,11.2,61216.2
1472,L48651,L,298.5,309.6,1421,53.6,122,0,0,0,0,0,0,11.1,76165.6
1473,M16332,M,298.5,309.6,1438,44.5,124,0,0,0,0,0,0,11.1,63991
1474,M16333,M,298.5,309.5,1315,48.9,127,0,0,0,0,0,0,11,64303.5
1475,M16334,M,298.5,309.5,1366,61.9,130,0,0,0,0,0,0,11,84555.4
1476,M16335,M,298.4,309.5,1519,35.4,133,0,0,0,0,0,0,11.1,53772.6
1477,L48656,L,298.4,309.5,1692,28.3,136,0,0,0,0,0,0,11.1,47883.6
1478,L48657,L,298.3,309.4,1570,35.6,138,0,0,0,0,0,0,11.1,55892
1479,L48658,L,298.3,309.4,1568,35.8,140,0,0,0,0,0,0,11.1,56134.4
1480,L48659,L,298.2,309.3,1355,43.8,142,0,0,0,0,0,0,11.1,59349
1481,M16340,M,298.2,309.3,2056,18.7,144,0,0,0,0,0,0,11.1,38447.2
1482,M16341,M,298.2,309.2,1332,60.2,147,0,0,0,0,0,0,11,80186.4
1483,M16342,M,298.1,309.1,1448,52.5,150,0,0,0,0,0,0,11,76020
1484,L48663,L,298,308.9,1578,35.6,153,0,0,0,0,0,0,10.9,56176.8
1485,M16344,M,298,309,1562,39.2,155,0,0,0,0,0,0,11,61230.4
1486,M16345,M,298.1,309,1976,19.3,158,0,0,0,0,0,0,10.9,38136.8
1487,M16346,M,298.2,309.2,1524,34.6,161,0,0,0,0,0,0,11,52730.4
1488,L48667,L,298.2,309.1,1429,48.5,164,0,0,0,0,0,0,10.9,69306.5
1489,L48668,L,298.2,309.1,1568,36.3,166,0,0,0,0,0,0,10.9,56918.4
1490,M16349,M,298.2,309,1723,26.6,168,0,0,0,0,0,0,10.8,45831.8
1491,L48670,L,298.2,309,1341,43.8,171,0,0,0,0,0,0,10.8,58735.8
1492,M16351,M,298.1,308.9,1353,46.2,173,0,0,0,0,0,0,10.8,62508.6
1493,M16352,M,298,308.7,1479,58.5,176,1,0,0,1,0,0,10.7,86521.5
1494,L48673,L,298,308.8,1496,44.9,179,0,0,0,0,0,0,10.8,67170.4
1495,M16354,M,298,308.7,1377,48.5,181,0,0,0,0,0,0,10.7,66784.5
1496,H30909,H,297.9,308.5,1383,44.6,184,0,0,0,0,0,0,10.6,61681.8
1497,L48676,L,298,308.7,1268,69.4,189,1,0,0,1,1,0,10.7,87999.2
1498,L48677,L,298,308.7,1629,34.3,191,0,0,0,0,0,0,10.7,55874.7
1499,L48678,L,298,308.8,1790,27.2,193,0,0,0,0,0,0,10.8,48688
1500,M16359,M,298.1,308.8,2206,16.3,195,0,0,0,0,0,0,10.7,35957.8
1501,M16360,M,298,308.7,2101,17.4,198,0,0,0,0,0,0,10.7,36557.4
1502,M16361,M,298,308.7,1436,48.2,201,0,0,0,0,0,0,10.7,69215.2
1503,L48682,L,298,308.7,1462,48.2,204,0,0,0,0,0,0,10.7,70468.4
1504,L48683,L,298,308.7,1771,26.2,206,0,0,0,0,0,0,10.7,46400.2
1505,L48684,L,298,308.7,1506,47,208,0,0,0,0,0,0,10.7,70782
1506,L48685,L,298,308.7,1626,36.7,210,0,0,0,0,0,0,10.7,59674.2
1507,L48686,L,298,308.8,1610,33.7,212,0,0,0,0,0,0,10.8,54257
1508,M16367,M,298,308.6,1376,55.7,214,0,0,0,0,0,0,10.6,76643.2
1509,M16368,M,298,308.6,1507,37.3,217,0,0,0,0,0,0,10.6,56211.1
1510,L48689,L,298,308.5,1429,37.7,220,1,1,0,0,0,0,10.5,53873.3
1511,M16370,M,298.1,308.7,1547,38.9,0,0,0,0,0,0,0,10.6,60178.3
1512,L48691,L,298.1,308.7,1642,30.3,3,0,0,0,0,0,0,10.6,49752.6
1513,H30926,H,298,308.7,1503,36.3,5,0,0,0,0,0,0,10.7,54558.9
1514,L48693,L,298.1,308.7,1568,32.9,10,0,0,0,0,0,0,10.6,51587.2
1515,M16374,M,298.1,308.8,1628,37.6,12,0,0,0,0,0,0,10.7,61212.8
1516,M16375,M,298.2,308.9,1614,35.5,15,0,0,0,0,0,0,10.7,57297
1517,L48696,L,298.2,308.9,1278,54,18,0,0,0,0,0,0,10.7,69012
1518,M16377,M,298.2,308.9,1408,38.8,20,0,0,0,0,0,0,10.7,54630.4
1519,H30932,H,298.2,309,1371,55.7,23,0,0,0,0,0,0,10.8,76364.7
1520,M16379,M,298.2,308.9,1512,38.5,28,0,0,0,0,0,0,10.7,58212
1521,L48700,L,298.3,309.1,1472,40.1,31,0,0,0,0,0,0,10.8,59027.2
1522,M16381,M,298.2,308.9,1585,34.3,33,0,0,0,0,0,0,10.7,54365.5
1523,H30936,H,298.2,309,1562,37.7,36,0,0,0,0,0,0,10.8,58887.4
1524,L48703,L,298.3,309,1519,36.9,41,0,0,0,0,0,0,10.7,56051.1
1525,L48704,L,298.2,309,1601,35.8,43,0,0,0,0,0,0,10.8,57315.8
1526,L48705,L,298.2,309,2449,13.8,45,0,0,0,0,0,0,10.8,33796.2
1527,L48706,L,298.1,309,1787,27.6,47,0,0,0,0,0,0,10.9,49321.2
1528,H30941,H,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,11,63412.5
1529,L48708,L,298.1,309,1559,34,54,0,0,0,0,0,0,10.9,53006
1530,L48709,L,298.1,309,1557,36,56,0,0,0,0,0,0,10.9,56052
1531,L48710,L,298.1,309,1497,40.5,58,0,0,0,0,0,0,10.9,60628.5
1532,H30945,H,298.1,309,1438,41.4,60,0,0,0,0,0,0,10.9,59533.2
1533,M16392,M,298.1,308.9,1417,39.2,65,0,0,0,0,0,0,10.8,55546.4
1534,M16393,M,298,308.9,1339,51.4,68,0,0,0,0,0,0,10.9,68824.6
1535,L48714,L,298,308.8,1757,29.1,71,0,0,0,0,0,0,10.8,51128.7
1536,L48715,L,298,308.8,1581,36.1,73,0,0,0,0,0,0,10.8,57074.1
1537,M16396,M,298.2,308.9,1326,54.4,75,0,0,0,0,0,0,10.7,72134.4
1538,M16397,M,298.4,309.1,1467,39.6,78,0,0,0,0,0,0,10.7,58093.2
1539,L48718,L,298.4,309.1,1798,29.6,81,0,0,0,0,0,0,10.7,53220.8
1540,M16399,M,298.5,309.2,1449,46.4,83,0,0,0,0,0,0,10.7,67233.6
1541,M16400,M,298.4,309.1,1525,39.3,86,0,0,0,0,0,0,10.7,59932.5
1542,L48721,L,298.4,309,2304,15.1,89,0,0,0,0,0,0,10.6,34790.4
1543,L48722,L,298.3,308.9,1379,54.7,91,0,0,0,0,0,0,10.6,75431.3
1544,L48723,L,298.4,308.9,1628,34.9,93,0,0,0,0,0,0,10.5,56817.2
1545,L48724,L,298.4,309,1474,52.7,95,0,0,0,0,0,0,10.6,77679.8
1546,M16405,M,298.4,309,1544,38.8,97,0,0,0,0,0,0,10.6,59907.2
1547,L48726,L,298.4,308.9,1391,48.4,100,0,0,0,0,0,0,10.5,67324.4
1548,L48727,L,298.3,308.9,1348,55.5,102,0,0,0,0,0,0,10.6,74814
1549,M16408,M,298.3,308.8,1349,52.1,104,0,0,0,0,0,0,10.5,70282.9
1550,L48729,L,298.4,308.9,1706,29.5,107,0,0,0,0,0,0,10.5,50327
1551,L48730,L,298.4,308.9,1638,32.4,109,0,0,0,0,0,0,10.5,53071.2
1552,L48731,L,298.4,308.8,1458,40.1,111,0,0,0,0,0,0,10.4,58465.8
1553,L48732,L,298.5,308.9,1781,27.8,113,0,0,0,0,0,0,10.4,49511.8
1554,L48733,L,298.5,308.8,1332,59.1,115,0,0,0,0,0,0,10.3,78721.2
1555,M16414,M,298.4,308.7,1584,31.7,117,0,0,0,0,0,0,10.3,50212.8
1556,L48735,L,298.4,308.6,1491,42,120,0,0,0,0,0,0,10.2,62622
1557,H30970,H,298.4,308.5,1398,47.1,122,0,0,0,0,0,0,10.1,65845.8
1558,L48737,L,298.3,308.4,1585,30.6,127,0,0,0,0,0,0,10.1,48501
1559,M16418,M,298.2,308.3,1476,43.5,129,0,0,0,0,0,0,10.1,64206
1560,L48739,L,298.2,308.3,1458,41.8,132,0,0,0,0,0,0,10.1,60944.4
1561,M16420,M,298.2,308.4,1510,39.9,134,0,0,0,0,0,0,10.2,60249
1562,L48741,L,298.2,308.4,1388,53.8,137,0,0,0,0,0,0,10.2,74674.4
1563,L48742,L,298.2,308.3,2216,16.8,139,0,0,0,0,0,0,10.1,37228.8
1564,L48743,L,298.2,308.3,1402,51,141,0,0,0,0,0,0,10.1,71502
1565,M16424,M,298,308.2,2090,19,143,0,0,0,0,0,0,10.2,39710
1566,L48745,L,298,308.2,1459,42.1,146,0,0,0,0,0,0,10.2,61423.9
1567,M16426,M,298,308.1,1403,44.8,148,0,0,0,0,0,0,10.1,62854.4
1568,L48747,L,298.1,308.2,1521,39.3,151,0,0,0,0,0,0,10.1,59775.3
1569,L48748,L,298.2,308.2,1407,47.1,153,0,0,0,0,0,0,10,66269.7
1570,M16429,M,298.1,308.2,1654,35.3,155,0,0,0,0,0,0,10.1,58386.2
1571,L48750,L,298.2,308.4,1452,43.5,158,0,0,0,0,0,0,10.2,63162
1572,L48751,L,298.3,308.4,1528,37.3,160,0,0,0,0,0,0,10.1,56994.4
1573,L48752,L,298.2,308.3,1230,59.6,162,0,0,0,0,0,0,10.1,73308
1574,L48753,L,298.2,308.2,1466,42.4,164,0,0,0,0,0,0,10,62158.4
1575,L48754,L,298.2,308.2,1478,50.1,166,0,0,0,0,0,0,10,74047.8
1576,L48755,L,298.2,308.3,2057,18,168,0,0,0,0,0,0,10.1,37026
1577,L48756,L,298.3,308.4,1490,41.7,170,0,0,0,0,0,0,10.1,62133
1578,L48757,L,298.3,308.4,1484,43.4,172,0,0,0,0,0,0,10.1,64405.6
1579,L48758,L,298.3,308.4,1593,37,174,0,0,0,0,0,0,10.1,58941
1580,L48759,L,298.3,308.3,1444,43.8,176,0,0,0,0,0,0,10,63247.2
1581,M16440,M,298.3,308.4,1444,47.5,178,0,0,0,0,0,0,10.1,68590
1582,M16441,M,298.2,308.3,1560,33,181,0,0,0,0,0,0,10.1,51480
1583,H30996,H,298.1,308.3,1530,42,184,0,0,0,0,0,0,10.2,64260
1584,L48763,L,298.2,308.4,1310,61,189,1,0,0,0,1,0,10.2,79910
1585,M16444,M,298.2,308.3,1639,33.3,191,0,0,0,0,0,0,10.1,54578.7
1586,L48765,L,298.2,308.3,1400,48.7,194,0,0,0,0,0,0,10.1,68180
1587,M16446,M,298.3,308.4,1486,44.2,196,0,0,0,0,0,0,10.1,65681.2
1588,M16447,M,298.2,308.3,1448,43.3,199,0,0,0,0,0,0,10.1,62698.4
1589,L48768,L,298.2,308.3,1688,32,202,0,0,0,0,0,0,10.1,54016
1590,M16449,M,298.1,308.3,1453,41.5,204,0,0,0,0,0,0,10.2,60299.5
1591,L48770,L,298.2,308.4,1497,37.7,207,0,0,0,0,0,0,10.2,56436.9
1592,L48771,L,298.2,308.4,1355,49.4,209,0,0,0,0,0,0,10.2,66937
1593,L48772,L,298.1,308.4,1592,38.2,211,0,0,0,0,0,0,10.3,60814.4
1594,L48773,L,298,308.3,1544,34.7,213,0,0,0,0,0,0,10.3,53576.8
1595,M16454,M,298,308.2,1373,51.2,215,0,0,0,0,0,0,10.2,70297.6
1596,L48775,L,298,308.2,1365,52.9,218,1,0,0,0,1,0,10.2,72208.5
1597,L48776,L,298,308.1,1877,24.3,0,0,0,0,0,0,0,10.1,45611.1
1598,L48777,L,297.9,308.1,1531,40.8,2,0,0,0,0,0,0,10.2,62464.8
1599,L48778,L,297.9,308,1501,36.7,4,0,0,0,0,0,0,10.1,55086.7
1600,L48779,L,297.9,308,1490,46.2,6,0,0,0,0,0,0,10.1,68838
1601,M16460,M,297.8,307.8,1543,43.7,8,0,0,0,0,0,0,10,67429.1
1602,L48781,L,297.8,307.8,1597,38.2,11,0,0,0,0,0,0,10,61005.4
1603,H31016,H,297.8,307.9,1600,33.5,13,0,0,0,0,0,0,10.1,53600
1604,M16463,M,297.8,307.8,1622,32.1,18,0,0,0,0,0,0,10,52066.2
1605,L48784,L,297.8,307.8,1452,39.8,21,0,0,0,0,0,0,10,57789.6
1606,L48785,L,297.8,307.8,1396,42.5,23,0,0,0,0,0,0,10,59330
1607,L48786,L,297.8,307.7,1505,39.7,25,0,0,0,0,0,0,9.9,59748.5
1608,L48787,L,297.8,307.8,1412,48.3,27,0,0,0,0,0,0,10,68199.6
1609,L48788,L,297.8,307.7,1393,38,29,0,0,0,0,0,0,9.9,52934
1610,L48789,L,297.7,307.7,1581,34.9,31,0,0,0,0,0,0,10,55176.9
1611,L48790,L,297.8,307.8,1573,37.9,33,0,0,0,0,0,0,10,59616.7
1612,M16471,M,297.8,307.9,1726,27.3,35,0,0,0,0,0,0,10.1,47119.8
1613,M16472,M,297.9,307.9,1540,39.8,38,0,0,0,0,0,0,10,61292
1614,L48793,L,297.9,308,1296,62.9,41,0,0,0,0,0,0,10.1,81518.4
1615,M16474,M,297.8,307.9,1802,25.8,43,0,0,0,0,0,0,10.1,46491.6
1616,L48795,L,297.8,307.9,1447,48.6,46,0,0,0,0,0,0,10.1,70324.2
1617,H31030,H,297.8,307.8,1662,30.7,48,0,0,0,0,0,0,10,51023.4
1618,L48797,L,297.8,307.8,1563,34.3,53,0,0,0,0,0,0,10,53610.9
1619,L48798,L,297.9,307.8,1286,59.5,55,0,0,0,0,0,0,9.9,76517
1620,L48799,L,297.9,307.7,1590,34.6,57,0,0,0,0,0,0,9.8,55014
1621,L48800,L,297.9,307.7,1492,43.7,59,0,0,0,0,0,0,9.8,65200.4
1622,L48801,L,297.7,307.6,1844,21.9,61,0,0,0,0,0,0,9.9,40383.6
1623,H31036,H,297.7,307.6,1538,38.3,63,0,0,0,0,0,0,9.9,58905.4
1624,L48803,L,297.7,307.6,1921,22.9,68,0,0,0,0,0,0,9.9,43990.9
1625,M16484,M,297.8,307.8,1310,57.9,70,0,0,0,0,0,0,10,75849
1626,L48805,L,297.9,307.8,1365,46.9,73,0,0,0,0,0,0,9.9,64018.5
1627,M16486,M,297.9,307.8,1303,59.3,75,0,0,0,0,0,0,9.9,77267.9
1628,L48807,L,297.9,307.8,1499,37.5,78,0,0,0,0,0,0,9.9,56212.5
1629,L48808,L,297.9,307.8,1451,38.2,80,0,0,0,0,0,0,9.9,55428.2
1630,M16489,M,297.9,307.9,1336,54.4,82,0,0,0,0,0,0,10,72678.4
1631,L48810,L,297.9,307.9,1412,44.5,85,0,0,0,0,0,0,10,62834
1632,L48811,L,298,308,1433,39.2,87,0,0,0,0,0,0,10,56173.6
1633,L48812,L,297.9,307.9,1426,43.6,89,0,0,0,0,0,0,10,62173.6
1634,L48813,L,297.9,307.9,1476,45.2,91,0,0,0,0,0,0,10,66715.2
1635,H31048,H,297.9,307.9,1406,58.5,93,0,0,0,0,0,0,10,82251
1636,L48815,L,297.8,307.8,1383,56.5,98,0,0,0,0,0,0,10,78139.5
1637,L48816,L,297.9,307.8,1505,37.3,100,0,0,0,0,0,0,9.9,56136.5
1638,L48817,L,297.9,307.8,1665,33.9,102,0,0,0,0,0,0,9.9,56443.5
1639,L48818,L,297.9,307.8,1397,45,104,0,0,0,0,0,0,9.9,62865
1640,M16499,M,297.9,307.8,1450,43.5,106,0,0,0,0,0,0,9.9,63075
1641,L48820,L,298,307.8,1567,36.4,109,0,0,0,0,0,0,9.8,57038.8
1642,M16501,M,298,308,1555,37,111,0,0,0,0,0,0,10,57535
1643,H31056,H,298,307.8,1588,35.4,114,0,0,0,0,0,0,9.8,56215.2
1644,L48823,L,298,307.8,1453,37.7,119,0,0,0,0,0,0,9.8,54778.1
